"date","material","colada","prod"
2023-10-04,303661,"B00017253",139.6
2023-10-04,303661,"B00017254",139.6
2023-10-04,303661,"B00017255",139.6
2023-10-04,303661,"B00017256",139.6
2023-10-04,303661,"B00017257",145.184
2023-10-04,303661,"B00017258",134.016
2023-10-04,303661,"B00017259",153.56
2023-10-05,303479,"B00017260",134.75
2023-10-05,303479,"B00017261",161.7
2023-10-05,303479,"B00017262",107.8
2023-10-05,303479,"B00017263",139.707
2023-10-05,303479,"B00017264",139.707
2023-10-05,303479,"B00017265",139.707
2023-10-05,303479,"B00017266",144.55
2023-10-05,303479,"B00017267",142.1
2023-10-05,303479,"B00017268",117.6
2023-10-05,303978,"B00017269",117.82
2023-10-05,303978,"B00017270",104.12
2023-10-05,303978,"B00017271",115.08
2023-10-05,303978,"B00017272",115.08
2023-10-05,303978,"B00017273",115.08
2023-10-05,303989,"B00017274",111.28
2023-10-05,303989,"B00017275",105.716
2023-10-05,303989,"B00017276",116.844
2023-10-05,303989,"B00017277",116.844
2023-10-05,303989,"B00017278",89.024
2023-10-06,303661,"B00017279",119.669
2023-10-06,303661,"B00017280",136.367
2023-10-06,303661,"B00017281",136.367
2023-10-06,303661,"B00017282",139.15
2023-10-06,303661,"B00017283",139.15
2023-10-06,303661,"B00017284",122.188
2023-10-06,303661,"B00017285",133.296
2023-10-06,303661,"B00017286",141.627
2023-10-06,303661,"B00017287",138.85
2023-10-06,303661,"B00017288",144.404
2023-10-06,303661,"B00017289",142.29
2023-10-06,303661,"B00017290",133.92
2023-10-06,303661,"B00017291",111.6
2023-10-06,303661,"B00017292",192.51
2023-10-06,303661,"B00017293",107.055
2023-10-06,303661,"B00017294",142.74
2023-10-06,303661,"B00017295",142.74
2023-10-06,303661,"B00017296",143.728
2023-10-06,303661,"B00017297",146.492
2023-10-06,303661,"B00017298",146.492
2023-10-06,303661,"B00017299",135.436
2023-10-06,303661,"B00017300",134.799
2023-10-06,303661,"B00017301",134.799
2023-10-06,303661,"B00017302",115.211
2023-10-07,303661,"B00017303",143.208
2023-10-07,303661,"B00017304",134.946
2023-10-07,303661,"B00017305",140.454
2023-10-07,303661,"B00017306",137.7
2023-10-07,303661,"B00017307",131.76
2023-10-07,303661,"B00017308",131.76
2023-10-07,303661,"B00017309",134.505
2023-10-07,303661,"B00017310",145.485
2023-10-07,303661,"B00017311",142.74
2023-10-07,303661,"B00017312",137.25
2023-10-07,303661,"B00017313",148.23
2023-10-07,303661,"B00017314",137.35
2023-10-07,303661,"B00017315",145.591
2023-10-07,303661,"B00017316",140.097
2023-10-07,303661,"B00017317",142.844
2023-10-07,303661,"B00017318",137.35
2023-10-07,303661,"B00017319",137.35
2023-10-07,303661,"B00017320",132
2023-10-07,303661,"B00017321",134.75
2023-10-07,303661,"B00017322",140.25
2023-10-07,303661,"B00017323",151.25
2023-10-07,303661,"B00017324",107.2
2023-10-07,303661,"B00017325",88
2023-10-09,303661,"B00017326",139.1
2023-10-09,303661,"B00017327",141.882
2023-10-09,303661,"B00017328",155.792
2023-10-09,303661,"B00017329",141.882
2023-10-09,303661,"B00017330",147.287
2023-10-09,303661,"B00017331",136.171
2023-10-09,303661,"B00017332",144.508
2023-10-09,303661,"B00017333",136.171
2023-10-09,303661,"B00017334",130.613
2023-10-09,303661,"B00017335",105.602
2023-10-10,303463,"B00017355",118.44
2023-10-10,303463,"B00017356",118.44
2023-10-10,303463,"B00017357",84.6
2023-10-10,303661,"B00017336",136.416
2023-10-10,303661,"B00017337",133.632
2023-10-10,303661,"B00017338",136.465
2023-10-10,303661,"B00017339",136.465
2023-10-10,303661,"B00017340",139.25
2023-10-10,303661,"B00017341",122.1
2023-10-10,303661,"B00017342",124.875
2023-10-10,303661,"B00017343",138.5
2023-10-10,303661,"B00017344",141.27
2023-10-10,303661,"B00017345",135.73
2023-10-10,303661,"B00017346",141.525
2023-10-10,303661,"B00017347",144.092
2023-10-10,303661,"B00017348",135.779
2023-10-10,303661,"B00017349",144.092
2023-10-10,303661,"B00017350",135.779
2023-10-10,303661,"B00017351",146.863
2023-10-10,303661,"B00017352",138.75
2023-10-10,303661,"B00017353",144.3
2023-10-10,303661,"B00017354",143.59
2023-10-11,303661,"B00017358",135.828
2023-10-11,303661,"B00017359",135.828
2023-10-11,303661,"B00017360",138.6
2023-10-11,303661,"B00017361",141.372
2023-10-11,303661,"B00017362",138.6
2023-10-11,303661,"B00017363",141.525
2023-10-11,303661,"B00017364",138.75
2023-10-11,303661,"B00017365",135.975
2023-10-11,303661,"B00017366",141.17
2023-10-11,303661,"B00017367",133.2
2023-10-11,303661,"B00017368",130.425
2023-10-11,303661,"B00017369",127.65
2023-10-11,303661,"B00017370",138.5
2023-10-11,303661,"B00017371",135.73
2023-10-11,303661,"B00017372",132.96
2023-10-11,303661,"B00017373",135.73
2023-10-11,303661,"B00017374",136.122
2023-10-11,303661,"B00017375",138.9
2023-10-11,303661,"B00017376",141.678
2023-10-11,303661,"B00017377",141.678
2023-10-11,303661,"B00017378",122.232
2023-10-12,303469,"B00017379",130.331
2023-10-12,303469,"B00017380",135.877
2023-10-12,303469,"B00017381",135.877
2023-10-12,303469,"B00017382",144.196
2023-10-12,303469,"B00017383",124.695
2023-10-12,303469,"B00017384",135.779
2023-10-12,303469,"B00017385",141.321
2023-10-12,303469,"B00017386",138.55
2023-10-12,303469,"B00017387",141.321
2023-10-12,303469,"B00017388",141.321
2023-10-12,303469,"B00017389",141.321
2023-10-12,303469,"B00017390",127.466
2023-10-12,303471,"B00017390",0
2023-10-12,303989,"B00017391",100.08
2023-10-12,303989,"B00017392",116.76
2023-10-12,303989,"B00017393",116.76
2023-10-12,303989,"B00017394",116.928
2023-10-12,303989,"B00017395",100.224
2023-10-12,303989,"B00017396",116.928
2023-10-12,303989,"B00017397",105.792
2023-10-12,303989,"B00017398",88.96
2023-10-12,303989,"B00017399",113.98
2023-10-12,303989,"B00017400",83.4
2023-10-13,304023,"B00017401",136.71
2023-10-13,304023,"B00017402",139.5
2023-10-13,304023,"B00017403",139.5
2023-10-13,304023,"B00017404",139.5
2023-10-13,304023,"B00017405",133.92
2023-10-13,304023,"B00017406",136.71
2023-10-13,304023,"B00017407",139.55
2023-10-13,304023,"B00017408",139.55
2023-10-13,304023,"B00017409",139.5
2023-10-13,304023,"B00017410",142.341
2023-10-13,304023,"B00017411",142.341
2023-10-13,304023,"B00017412",130.895
2023-10-13,304023,"B00017413",133.68
2023-10-13,304023,"B00017414",130.895
2023-10-13,304023,"B00017415",133.68
2023-10-13,304023,"B00017416",136.465
2023-10-13,304023,"B00017417",144.82
2023-10-13,304023,"B00017418",136.71
2023-10-13,304023,"B00017419",133.92
2023-10-13,304023,"B00017420",119.97
2023-10-13,304023,"B00017421",55.8
2023-10-13,304023,"B00017422",233.78
2023-10-14,303458,"B00017435",109.8
2023-10-14,303479,"B00017423",122.5
2023-10-14,303479,"B00017424",134.75
2023-10-14,303479,"B00017425",137.2
2023-10-14,303479,"B00017426",142.1
2023-10-14,303479,"B00017427",142.1
2023-10-14,303479,"B00017428",134.75
2023-10-14,303479,"B00017429",144.55
2023-10-14,303479,"B00017430",142.1
2023-10-14,303479,"B00017431",144.55
2023-10-14,303479,"B00017432",134.75
2023-10-14,303479,"B00017433",132.3
2023-10-14,303479,"B00017434",132.4
2023-10-14,303661,"B00017436",133.92
2023-10-14,303661,"B00017437",133.92
2023-10-14,303661,"B00017438",139.5
2023-10-14,303661,"B00017439",136.71
2023-10-14,303661,"B00017440",131.13
2023-10-14,303661,"B00017441",134.112
2023-10-14,303661,"B00017442",134.112
2023-10-14,303661,"B00017443",134.112
2023-10-14,303661,"B00017444",133.324
2023-10-15,303661,"B00017445",145.392
2023-10-15,303661,"B00017446",134.208
2023-10-15,303661,"B00017447",145.392
2023-10-15,303661,"B00017448",139.8
2023-10-15,303661,"B00017449",137.004
2023-10-15,303661,"B00017450",136.955
2023-10-15,303661,"B00017451",142.545
2023-10-15,303661,"B00017452",145.34
2023-10-15,303661,"B00017453",142.545
2023-10-15,303661,"B00017454",136.955
2023-10-15,303661,"B00017455",128.524
2023-10-15,303661,"B00017456",134.112
2023-10-15,303661,"B00017457",136.906
2023-10-15,303661,"B00017458",139.7
2023-10-15,303661,"B00017459",136.906
2023-10-15,303661,"B00017460",134.112
2023-10-15,303661,"B00017461",134.208
2023-10-15,303661,"B00017462",134.208
2023-10-15,303661,"B00017463",137.004
2023-10-15,303661,"B00017464",137.004
2023-10-15,303661,"B00017465",142.596
2023-10-15,303661,"B00017466",142.29
2023-10-15,303661,"B00017467",147.48
2023-10-16,303461,"B00017486",136
2023-10-16,303461,"B00017487",128.31
2023-10-16,303461,"B00017488",174.72
2023-10-16,303461,"B00017489",106.47
2023-10-16,303461,"B00017490",133.77
2023-10-16,303461,"B00017491",119.13
2023-10-16,303462,"B00017468",135.36
2023-10-16,303462,"B00017469",143.922
2023-10-16,303462,"B00017470",135.456
2023-10-16,303462,"B00017471",135.456
2023-10-16,303462,"B00017472",141.1
2023-10-16,303462,"B00017473",141.2
2023-10-16,303462,"B00017474",138.376
2023-10-16,303462,"B00017475",149.672
2023-10-16,303462,"B00017476",141.2
2023-10-16,303462,"B00017477",144.024
2023-10-16,303462,"B00017478",141.2
2023-10-16,303462,"B00017479",144.024
2023-10-16,303462,"B00017480",124.256
2023-10-16,303462,"B00017481",138.229
2023-10-16,303462,"B00017482",135.408
2023-10-16,303462,"B00017483",135.408
2023-10-16,303462,"B00017484",141.05
2023-10-16,303462,"B00017485",141.05
2023-10-17,303471,"B00017504",132.96
2023-10-17,303471,"B00017507",138.8
2023-10-17,303471,"B00017508",138.8
2023-10-17,303471,"B00017509",138.8
2023-10-17,303471,"B00017510",135.877
2023-10-17,303471,"B00017511",138.65
2023-10-17,303471,"B00017512",138.65
2023-10-17,303471,"B00017513",149.742
2023-10-17,303471,"B00017514",160.834
2023-10-17,303474,"B00017492",131.224
2023-10-17,303474,"B00017493",134.016
2023-10-17,303474,"B00017494",128.432
2023-10-17,303474,"B00017495",139.6
2023-10-17,303474,"B00017496",131.224
2023-10-17,303474,"B00017497",136.955
2023-10-17,303474,"B00017498",134.16
2023-10-17,303474,"B00017499",136.955
2023-10-17,303474,"B00017500",148.135
2023-10-17,303474,"B00017501",142.545
2023-10-17,303474,"B00017502",142.494
2023-10-17,303474,"B00017503",114.554
2023-10-17,303474,"B00017505",142.494
2023-10-17,303474,"B00017506",139.7
2023-10-18,303661,"B00017521",142.29
2023-10-18,303661,"B00017522",133.92
2023-10-18,303661,"B00017523",136.514
2023-10-18,303661,"B00017524",136.514
2023-10-18,303661,"B00017525",136.514
2023-10-18,303661,"B00017526",125.37
2023-10-18,303710,"B00017515",133.344
2023-10-18,303710,"B00017516",136.122
2023-10-18,303710,"B00017517",138.9
2023-10-18,303710,"B00017518",133.344
2023-10-18,303710,"B00017519",133.2
2023-10-18,303710,"B00017520",135.975
2023-10-18,303978,"B00017527",106.743
2023-10-18,303978,"B00017528",114.954
2023-10-18,303978,"B00017529",114.954
2023-10-18,303978,"B00017530",114.954
2023-10-18,303978,"B00017531",109.48
2023-10-18,303978,"B00017532",109.44
2023-10-18,303978,"B00017533",109.44
2023-10-18,303978,"B00017534",114.912
2023-10-18,303978,"B00017535",112.176
2023-10-18,303978,"B00017536",90.288
2023-10-19,303456,"B00017550",135.8
2023-10-19,303456,"B00017551",140.4
2023-10-19,303456,"B00017552",140.724
2023-10-19,303456,"B00017553",140.724
2023-10-19,303456,"B00017554",125.088
2023-10-19,303456,"B00017555",132.906
2023-10-19,303456,"B00017556",138.118
2023-10-19,303456,"B00017557",140.724
2023-10-19,303456,"B00017558",135.512
2023-10-19,303456,"B00017559",127.694
2023-10-19,303458,"B00017549",141.9
2023-10-19,303461,"B00017537",136
2023-10-19,303461,"B00017538",136.25
2023-10-19,303461,"B00017539",130.8
2023-10-19,303461,"B00017540",130.8
2023-10-19,303461,"B00017541",130.8
2023-10-19,303461,"B00017542",130.56
2023-10-19,303461,"B00017543",138.72
2023-10-19,303461,"B00017544",136
2023-10-19,303461,"B00017545",136
2023-10-19,303461,"B00017546",144.16
2023-10-19,303461,"B00017547",127.84
2023-10-19,303461,"B00017548",136
2023-10-20,303661,"B00017572",139.5
2023-10-20,303661,"B00017573",139.5
2023-10-20,303661,"B00017574",139.85
2023-10-20,303661,"B00017575",134.256
2023-10-20,303661,"B00017576",139.85
2023-10-20,303661,"B00017577",128.662
2023-10-20,303661,"B00017578",139.4
2023-10-20,303661,"B00017579",133.824
2023-10-20,303661,"B00017580",111.52
2023-10-20,303661,"B00017581",136.612
2023-10-20,303710,"B00017560",135.975
2023-10-20,303710,"B00017561",135.877
2023-10-20,303710,"B00017562",141.423
2023-10-20,303710,"B00017563",138.65
2023-10-20,303710,"B00017564",141.423
2023-10-20,303710,"B00017565",135.877
2023-10-20,303710,"B00017566",135.877
2023-10-20,303710,"B00017567",144.716
2023-10-20,303710,"B00017568",141.933
2023-10-20,303710,"B00017569",141.933
2023-10-20,303710,"B00017570",140.66
2023-10-20,303710,"B00017571",141.36
2023-10-21,303661,"B00017582",133.92
2023-10-21,303661,"B00017583",139.5
2023-10-21,303661,"B00017584",133.92
2023-10-21,303661,"B00017585",136.71
2023-10-21,303661,"B00017586",139.5
2023-10-21,303661,"B00017587",133.92
2023-10-21,303661,"B00017588",139.5
2023-10-21,303661,"B00017589",136.71
2023-10-21,303661,"B00017590",139.5
2023-10-21,303661,"B00017591",131.365
2023-10-21,303661,"B00017592",139.75
2023-10-21,303661,"B00017593",136.955
2023-10-21,303661,"B00017594",136.955
2023-10-21,303661,"B00017595",142.494
2023-10-21,303661,"B00017596",145.288
2023-10-21,303661,"B00017597",134.112
2023-10-21,303661,"B00017598",114.18
2023-10-22,303661,"B00017599",136.612
2023-10-22,303661,"B00017600",139.4
2023-10-22,303661,"B00017601",131.036
2023-10-22,303661,"B00017602",131.036
2023-10-22,303661,"B00017603",133.824
2023-10-22,303661,"B00017604",136.955
2023-10-22,303661,"B00017605",134.16
2023-10-22,303661,"B00017606",136.955
2023-10-22,303661,"B00017607",134.16
2023-10-22,303661,"B00017608",139.75
2023-10-22,303661,"B00017609",131.13
2023-10-22,303661,"B00017610",133.92
2023-10-22,303661,"B00017611",145.08
2023-10-22,303661,"B00017612",137.004
2023-10-22,303661,"B00017613",139.8
2023-10-22,303661,"B00017614",134.208
2023-10-22,303661,"B00017615",145.392
2023-10-22,303661,"B00017616",136.71
2023-10-22,303661,"B00017617",142.29
2023-10-22,303661,"B00017618",136.808
2023-10-22,303661,"B00017619",134.016
2023-10-22,303661,"B00017620",139.6
2023-10-22,303661,"B00017621",134.016
2023-10-22,303661,"B00017622",147.87
2023-10-22,303661,"B00017623",91.7
2023-10-23,303661,"B00017624",136.71
2023-10-23,303661,"B00017625",134.208
2023-10-23,303661,"B00017626",134.208
2023-10-23,303661,"B00017627",134.208
2023-10-23,303661,"B00017628",137.004
2023-10-23,303661,"B00017629",134.208
2023-10-23,303661,"B00017630",133.92
2023-10-23,303661,"B00017631",136.71
2023-10-23,303661,"B00017632",145.08
2023-10-23,303661,"B00017633",136.71
2023-10-23,303661,"B00017634",147.87
2023-10-23,303661,"B00017635",139.5
2023-10-23,303661,"B00017636",131.13
2023-10-23,303661,"B00017637",133.92
2023-10-23,303661,"B00017638",134.016
2023-10-23,303661,"B00017639",136.808
2023-10-23,303661,"B00017640",134.016
2023-10-23,303661,"B00017641",139.6
2023-10-23,303661,"B00017642",139.5
2023-10-23,303661,"B00017643",139.35
2023-10-23,303661,"B00017644",136.563
2023-10-23,303661,"B00017645",139.35
2023-10-23,303661,"B00017646",136.563
2023-10-23,303661,"B00017647",133.776
2023-10-23,303661,"B00017648",138.983
2023-10-24,303471,"B00017658",105.26
2023-10-24,303475,"B00017651",133.2
2023-10-24,303475,"B00017652",135.975
2023-10-24,303475,"B00017653",138.75
2023-10-24,303475,"B00017654",133.2
2023-10-24,303475,"B00017655",135.975
2023-10-24,303475,"B00017656",135.877
2023-10-24,303475,"B00017657",163.607
2023-10-24,303476,"B00017649",135.975
2023-10-24,303476,"B00017650",133.2
2023-10-24,303978,"B00017659",98.46
2023-10-24,303978,"B00017660",114.87
2023-10-24,303978,"B00017661",114.87
2023-10-24,303978,"B00017662",114.87
2023-10-24,303978,"B00017663",115.206
2023-10-24,303978,"B00017664",109.72
2023-10-24,303978,"B00017665",115.206
2023-10-24,303978,"B00017666",109.72
2023-10-24,303978,"B00017667",115.122
2023-10-24,303978,"B00017668",104.158
2023-10-24,303978,"B00017669",115.122
2023-10-24,303978,"B00017670",98.676
2023-10-25,303453,"B00017671",137.935
2023-10-25,303453,"B00017672",137.935
2023-10-25,303453,"B00017673",143.565
2023-10-25,303453,"B00017674",137.935
2023-10-25,303453,"B00017675",140.75
2023-10-25,303453,"B00017676",140.75
2023-10-25,303453,"B00017677",143.82
2023-10-25,303453,"B00017678",135.36
2023-10-25,303453,"B00017679",138.18
2023-10-25,303453,"B00017680",135.36
2023-10-25,303453,"B00017681",146.64
2023-10-25,303453,"B00017682",135.36
2023-10-25,303453,"B00017683",118.02
2023-10-26,303710,"B00017684",136.122
2023-10-26,303710,"B00017685",136.122
2023-10-26,303710,"B00017686",133.344
2023-10-26,303710,"B00017687",141.678
2023-10-26,303710,"B00017688",138.9
2023-10-26,303710,"B00017689",141.525
2023-10-26,303710,"B00017690",141.525
2023-10-26,303710,"B00017691",141.525
2023-10-26,303710,"B00017692",135.975
2023-10-26,303710,"B00017693",135.975
2023-10-26,303710,"B00017694",141.525
2023-10-26,303710,"B00017695",132.825
2023-10-26,303978,"B00017696",106.86
2023-10-26,303978,"B00017697",106.86
2023-10-26,303978,"B00017698",106.86
2023-10-26,303978,"B00017699",115.08
2023-10-26,303989,"B00017700",113.98
2023-10-26,303989,"B00017701",119.54
2023-10-26,303989,"B00017702",111.2
2023-10-26,303989,"B00017703",110.44
2023-10-26,303989,"B00017704",87.88
2023-10-26,303989,"B00017705",100.08
2023-10-27,303452,"B00017706",145.08
2023-10-27,303452,"B00017707",136.71
2023-10-27,303452,"B00017708",139.5
2023-10-27,303452,"B00017709",139.5
2023-10-27,303452,"B00017710",139.5
2023-10-27,303452,"B00017711",136.612
2023-10-27,303452,"B00017712",136.612
2023-10-27,303452,"B00017713",144.976
2023-10-27,303452,"B00017714",131.036
2023-10-27,303452,"B00017715",139.4
2023-10-27,303458,"B00017720",125.6
2023-10-27,303458,"B00017729",112.8
2023-10-27,303466,"B00017721",132.6
2023-10-27,303466,"B00017722",134.885
2023-10-27,303466,"B00017723",129.795
2023-10-27,303466,"B00017724",132.34
2023-10-27,303466,"B00017725",129.795
2023-10-27,303466,"B00017726",127.5
2023-10-27,303466,"B00017727",124.95
2023-10-27,303466,"B00017728",130.05
2023-10-27,303479,"B00017716",132.3
2023-10-27,303479,"B00017717",142.1
2023-10-27,303479,"B00017718",134.75
2023-10-27,303479,"B00017719",149.45
2023-10-28,303458,"B00017738",129
2023-10-28,303479,"B00017730",139.593
2023-10-28,303479,"B00017731",139.593
2023-10-28,303479,"B00017732",144.491
2023-10-28,303479,"B00017733",139.593
2023-10-28,303479,"B00017734",134.695
2023-10-28,303479,"B00017735",134.695
2023-10-28,303479,"B00017736",132.246
2023-10-28,303479,"B00017737",139.65
2023-10-28,303661,"B00017739",133.92
2023-10-28,303661,"B00017740",150.66
2023-10-28,303661,"B00017741",122.672
2023-10-28,303661,"B00017742",142.188
2023-10-28,303661,"B00017743",131.036
2023-10-28,303661,"B00017744",133.92
2023-10-28,303661,"B00017745",136.71
2023-10-28,303661,"B00017746",136.71
2023-10-28,303661,"B00017747",139.5
2023-10-28,303661,"B00017748",133.53
2023-10-29,303661,"B00017749",133.776
2023-10-29,303661,"B00017750",136.563
2023-10-29,303661,"B00017751",142.137
2023-10-29,303661,"B00017752",133.776
2023-10-29,303661,"B00017753",133.776
2023-10-29,303661,"B00017754",136.612
2023-10-29,303661,"B00017755",133.824
2023-10-29,303661,"B00017756",139.4
2023-10-29,303661,"B00017757",136.612
2023-10-29,303661,"B00017758",139.5
2023-10-29,303661,"B00017759",131.13
2023-10-29,303661,"B00017760",145.34
2023-10-29,303661,"B00017761",139.75
2023-10-29,303661,"B00017762",134.16
2023-10-29,303661,"B00017763",128.57
2023-10-29,303661,"B00017764",142.137
2023-10-29,303661,"B00017765",136.563
2023-10-29,303661,"B00017766",142.137
2023-10-29,303661,"B00017767",136.563
2023-10-29,303661,"B00017768",136.955
2023-10-29,303661,"B00017769",142.545
2023-10-29,303661,"B00017770",142.545
2023-10-29,303661,"B00017771",150.93
2023-10-29,303661,"B00017772",145.34
2023-10-29,303661,"B00017773",128.195
2023-10-30,303475,"B00017774",138.5
2023-10-30,303475,"B00017775",138.7
2023-10-30,303661,"B00017784",122.848
2023-10-30,303661,"B00017785",134.016
2023-10-30,303661,"B00017786",139.6
2023-10-30,303661,"B00017787",136.808
2023-10-30,303661,"B00017788",131.224
2023-10-30,303661,"B00017789",139.6
2023-10-30,303661,"B00017790",136.955
2023-10-30,303661,"B00017791",131.365
2023-10-30,303661,"B00017792",148.135
2023-10-30,303661,"B00017793",131.365
2023-10-30,303661,"B00017794",145.34
2023-10-30,303661,"B00017795",145.08
2023-10-30,303661,"B00017796",142.29
2023-10-30,303661,"B00017797",142.29
2023-10-30,303661,"B00017798",114.02
2023-10-30,303710,"B00017776",136.359
2023-10-30,303710,"B00017777",116.802
2023-10-30,303710,"B00017778",133.488
2023-10-30,303710,"B00017779",141.831
2023-10-30,303710,"B00017780",141.525
2023-10-30,303710,"B00017781",135.975
2023-10-30,303710,"B00017782",147.075
2023-10-30,303710,"B00017783",158.475
2023-10-31,300490,"B00017799",129.22
2023-10-31,300490,"B00017800",142.974
2023-10-31,300490,"B00017801",122.811
2023-10-31,300490,"B00017802",139.308
2023-10-31,300490,"B00017803",131.04
2023-10-31,300490,"B00017804",141.96
2023-10-31,300490,"B00017805",134.68
2023-10-31,300490,"B00017806",134.68
2023-10-31,300490,"B00017807",134.68
2023-10-31,300490,"B00017808",118.3
2023-11-01,300490,"B00017809",140.14
2023-11-01,300490,"B00017810",135.42
2023-11-01,300490,"B00017811",133.59
2023-11-01,300490,"B00017812",131.76
2023-11-01,300490,"B00017813",128.1
2023-11-01,300490,"B00017814",138.548
2023-11-01,300490,"B00017815",133.079
2023-11-01,300490,"B00017816",131.256
2023-11-01,300490,"B00017817",138.548
2023-11-01,300490,"B00017818",137.433
2023-11-02,300490,"B00017819",138.624
2023-11-02,300490,"B00017820",142.272
2023-11-02,300490,"B00017821",134.976
2023-11-02,300490,"B00017822",142.272
2023-11-02,300490,"B00017823",132.86
2023-11-02,300490,"B00017824",88.96
2023-11-02,300490,"B00017825",134.754
2023-11-02,300490,"B00017826",138.396
2023-11-02,300490,"B00017827",143.859
2023-11-02,300490,"B00017828",129.07
2023-11-03,303458,"B00017842",100.8
2023-11-03,303458,"B00017850",97.8
2023-11-03,303466,"B00017843",143.55
2023-11-03,303466,"B00017844",147.9
2023-11-03,303466,"B00017845",132.912
2023-11-03,303466,"B00017846",132.912
2023-11-03,303466,"B00017847",122.688
2023-11-03,303466,"B00017848",140.58
2023-11-03,303466,"B00017849",119.85
2023-11-03,303661,"B00017829",147.075
2023-11-03,303661,"B00017830",144.3
2023-11-03,303661,"B00017831",135.975
2023-11-03,303661,"B00017832",135.975
2023-11-03,303661,"B00017833",144.3
2023-11-03,303661,"B00017834",135.975
2023-11-03,303661,"B00017835",135.975
2023-11-03,303661,"B00017836",133.2
2023-11-03,303661,"B00017837",138.75
2023-11-03,303661,"B00017838",133.2
2023-11-03,303661,"B00017839",138.75
2023-11-03,303661,"B00017840",133.2
2023-11-03,303661,"B00017841",172.41
2023-11-04,303661,"B00017851",147.181
2023-11-04,303661,"B00017852",133.296
2023-11-04,303661,"B00017853",130.519
2023-11-04,303661,"B00017854",124.965
2023-11-04,303661,"B00017855",138.75
2023-11-04,303661,"B00017856",127.558
2023-11-04,303661,"B00017857",133.104
2023-11-04,303661,"B00017858",133.104
2023-11-04,303661,"B00017859",110.92
2023-11-04,303710,"B00017860",166.8
2023-11-04,303710,"B00017861",133.2
2023-11-04,303710,"B00017862",133.536
2023-11-04,303710,"B00017863",144.664
2023-11-04,303710,"B00017864",136.318
2023-11-04,303710,"B00017865",136.318
2023-11-04,303710,"B00017866",135.975
2023-11-04,303710,"B00017867",135.975
2023-11-04,303710,"B00017868",118.615
2023-11-05,303661,"B00017869",144.352
2023-11-05,303661,"B00017870",136.024
2023-11-05,303661,"B00017871",136.024
2023-11-05,303661,"B00017872",138.8
2023-11-05,303661,"B00017873",138.85
2023-11-05,303661,"B00017874",141.627
2023-11-05,303661,"B00017875",138.85
2023-11-05,303661,"B00017876",136.073
2023-11-05,303661,"B00017877",144.404
2023-11-05,303661,"B00017878",138.75
2023-11-05,303661,"B00017879",135.975
2023-11-05,303661,"B00017880",141.321
2023-11-05,303661,"B00017881",124.695
2023-11-05,303661,"B00017882",127.466
2023-11-05,303661,"B00017883",102.527
2023-11-05,303661,"B00017884",199.8
2023-11-05,303661,"B00017885",97.125
2023-11-05,303661,"B00017886",138.75
2023-11-05,303661,"B00017887",133.056
2023-11-05,303661,"B00017888",133.056
2023-11-05,303661,"B00017889",138.6
2023-11-05,303661,"B00017890",138.6
2023-11-05,303661,"B00017891",119.196
2023-11-05,303661,"B00017892",110.88
2023-11-06,303661,"B00017893",135.828
2023-11-06,303661,"B00017894",141.372
2023-11-06,303661,"B00017895",141.372
2023-11-06,303661,"B00017896",138.6
2023-11-06,303661,"B00017897",135.828
2023-11-06,303661,"B00017898",144.456
2023-11-06,303661,"B00017899",142.698
2023-11-06,303661,"B00017900",141.678
2023-11-06,303661,"B00017901",136.122
2023-11-06,303661,"B00017902",138.9
2023-11-06,303661,"B00017903",139.9
2023-11-06,303661,"B00017904",131.506
2023-11-06,303661,"B00017905",134.304
2023-11-06,303661,"B00017906",123.112
2023-11-06,303661,"B00017907",142.29
2023-11-06,303661,"B00017908",133.92
2023-11-06,303661,"B00017909",131.13
2023-11-06,303661,"B00017910",131.13
2023-11-06,303661,"B00017911",137.151
2023-11-06,303661,"B00017912",125.955
2023-11-06,303661,"B00017913",128.754
2023-11-06,303661,"B00017914",134.352
2023-11-06,303661,"B00017915",114.02
2023-11-07,303661,"B00017916",133.92
2023-11-07,303661,"B00017917",139.5
2023-11-07,303661,"B00017918",139.4
2023-11-07,303661,"B00017919",131.036
2023-11-07,303661,"B00017920",133.824
2023-11-07,303661,"B00017921",133.824
2023-11-07,303661,"B00017922",133.824
2023-11-07,303661,"B00017923",133.488
2023-11-07,303661,"B00017924",139.05
2023-11-07,303661,"B00017925",133.488
2023-11-07,303661,"B00017926",133.92
2023-11-07,303661,"B00017927",122.76
2023-11-07,303661,"B00017928",136.71
2023-11-07,303661,"B00017929",133.92
2023-11-07,303661,"B00017930",111.03
2023-11-08,303477,"B00017931",135.888
2023-11-08,303477,"B00017932",135.888
2023-11-08,303477,"B00017933",141.55
2023-11-08,303477,"B00017934",133.057
2023-11-08,303477,"B00017935",135.36
2023-11-08,303477,"B00017936",135.36
2023-11-08,303477,"B00017937",140.9
2023-11-08,303477,"B00017938",140.9
2023-11-08,303477,"B00017939",138.082
2023-11-08,303477,"B00017940",135.264
2023-11-08,303477,"B00017941",106.288
2023-11-08,303976,"B00017942",109.6
2023-11-08,303976,"B00017943",104.12
2023-11-08,303989,"B00017945",105.64
2023-11-08,303989,"B00017946",113.98
2023-11-08,303989,"B00017947",116.76
2023-11-08,303989,"B00017948",113.98
2023-11-08,303989,"B00017949",102.675
2023-11-08,303989,"B00017950",113.775
2023-11-08,303989,"B00017951",116.55
2023-11-08,303990,"B00017944",115.415
